time_s,E_in_raw,E_in_norm,S_entropy,S_entropy_norm,C_ent_alpha,C_ent_alpha_norm,dQCI_dt,QCI,QCI_smooth
73.498000,0.000000,0.326375,0.680659,0.680659,0.625467,0.625467,-0.316695,5.878766,5.487794
73.998000,0.000000,0.167398,0.714988,0.714988,0.569060,0.569060,-0.550571,5.720419,5.435246
74.498000,0.000000,0.164885,0.721325,0.721325,0.451289,0.451289,-0.649665,5.445133,5.382408
74.998000,0.000000,0.317603,0.694309,0.694309,0.544827,0.544827,-0.343909,5.120301,5.322610
75.498000,0.000000,0.451551,0.652642,0.652642,0.679307,0.679307,-0.016619,4.948346,5.240746
75.998000,0.000000,0.391201,0.640425,0.640425,0.776110,0.776110,0.032883,4.940037,5.151358
76.498000,0.000000,0.291625,0.694318,0.694318,0.746762,0.746762,-0.151579,4.956478,5.059796
76.998000,0.000000,0.284976,0.707696,0.707696,0.714114,0.714114,-0.196675,4.880689,4.992133
77.498000,0.000000,0.590604,0.676196,0.676196,0.681248,0.681248,0.117421,4.782351,4.980218
77.998000,0.000000,0.720462,0.666646,0.666646,0.674450,0.674450,0.244160,4.841062,5.023311
78.498000,0.000000,0.693975,0.680033,0.680033,0.643666,0.643666,0.161293,4.963142,5.102862
78.998000,0.000000,0.988980,0.668977,0.668977,0.748778,0.748778,0.564402,5.043788,5.178999
79.498000,0.000000,0.888775,0.648850,0.648850,0.743161,0.743161,0.450487,5.325989,5.248663
79.998000,0.000000,0.887514,0.668559,0.668559,0.721407,0.721407,0.385238,5.551233,5.324543
80.498000,0.000000,0.564229,0.690364,0.690364,0.615631,0.615631,-0.084889,5.743852,5.411447
80.998000,0.000000,0.551745,0.676626,0.676626,0.598447,0.598447,-0.096575,5.701407,5.495009
81.498000,0.000000,0.608991,0.629864,0.629864,0.558920,0.558920,-0.027264,5.653120,5.582989
81.998000,0.000000,0.484616,0.638606,0.638606,0.741738,0.741738,0.023799,5.639488,5.685554
82.498000,0.000000,0.470530,0.652181,0.652181,0.797394,0.797394,0.050604,5.651387,5.776257
82.998000,0.000000,0.787996,0.641952,0.641952,0.754120,0.754120,0.332495,5.676689,5.835340
83.498000,0.000000,0.901182,0.629231,0.629231,0.765343,0.765343,0.453001,5.842936,5.847146
83.998000,0.000000,0.806100,0.620213,0.620213,0.748220,0.748220,0.327164,6.069437,5.842437
84.498000,0.000000,0.379676,0.646798,0.646798,0.708526,0.708526,-0.181897,6.233019,5.828039
84.998000,0.000000,0.139723,0.678706,0.678706,0.592872,0.592872,-0.560318,6.142070,5.808670
85.498000,0.000000,0.221518,0.681990,0.681990,0.631466,0.631466,-0.415197,5.861911,5.776080
85.998000,0.000000,0.242087,0.663813,0.663813,0.696809,0.696809,-0.290348,5.654312,5.715115
86.498000,0.000000,0.300403,0.663584,0.663584,0.787412,0.787412,-0.126683,5.509138,5.608475
86.998000,0.000000,0.228191,0.683595,0.683595,0.759365,0.759365,-0.240618,5.445797,5.463188
87.498000,0.000000,0.141993,0.704033,0.704033,0.577689,0.577689,-0.516900,5.325488,5.293308
87.998000,0.000000,0.072026,0.705395,0.705395,0.559079,0.559079,-0.580993,5.067038,5.142096
88.498000,0.000000,0.242132,0.704483,0.704483,0.620062,0.620062,-0.319944,4.776541,5.043892
88.998000,0.000000,0.302354,0.687849,0.687849,0.682455,0.682455,-0.164697,4.616569,4.996427
89.498000,0.000000,0.645587,0.664259,0.664259,0.663544,0.663544,0.191451,4.534221,4.979218
89.998000,0.000000,0.886938,0.671140,0.671140,0.747053,0.747053,0.499857,4.629946,4.961230
90.498000,0.000000,0.991584,0.685093,0.685093,0.781072,0.781072,0.599575,4.879874,4.951161
90.998000,0.000000,0.745462,0.691550,0.691550,0.778825,0.778825,0.314771,5.179662,4.969058
91.498000,0.000000,0.448160,0.703195,0.703195,0.646477,0.646477,-0.142262,5.337047,5.030104
91.998000,0.000000,0.492894,0.679388,0.679388,0.630852,0.630852,-0.082233,5.265916,5.124422
92.498000,0.000000,0.529047,0.676642,0.676642,0.712481,0.712481,0.042406,5.224799,5.240489
92.998000,0.000000,0.688101,0.689338,0.689338,0.807829,0.807829,0.281992,5.246003,5.340958
93.498000,0.000000,0.743631,0.686771,0.686771,0.827343,0.827343,0.345503,5.386999,5.408036
93.998000,0.000000,0.653882,0.683298,0.683298,0.855670,0.855670,0.270279,5.559750,5.440921
94.498000,0.000000,0.433997,0.672285,0.672285,0.687270,0.687270,-0.120507,5.694889,5.450548
94.998000,0.000000,0.376285,0.659150,0.659150,0.678376,0.678376,-0.167952,5.634636,5.471567
95.498000,0.000000,0.454570,0.667786,0.667786,0.683994,0.683994,-0.084288,5.550660,5.507742
95.998000,0.000000,0.475878,0.666604,0.666604,0.591170,0.591170,-0.150408,5.508516,5.547433
96.498000,0.000000,0.658295,0.667006,0.667006,0.637625,0.637625,0.085582,5.433312,5.574493
96.998000,0.000000,0.687968,0.657858,0.657858,0.738393,0.738393,0.220894,5.476103,5.589165
97.498000,0.000000,0.642568,0.676803,0.676803,0.705627,0.705627,0.112737,5.586550,5.598496
97.998000,0.000000,0.509698,0.682609,0.682609,0.766559,0.766559,0.029356,5.642918,5.612550
98.498000,0.000000,0.592530,0.646100,0.646100,0.717082,0.717082,0.097752,5.657596,5.624955
98.998000,0.000000,0.666388,0.597852,0.597852,0.665571,0.665571,0.163460,5.706472,5.631370
99.498000,0.000000,0.550091,0.611445,0.611445,0.614123,0.614123,-0.026051,5.788202,5.630819
99.998000,0.000000,0.433553,0.629197,0.629197,0.572222,0.572222,-0.200939,5.775176,5.612102
100.498000,0.000000,0.425132,0.659883,0.659883,0.598138,0.598138,-0.204083,5.674707,5.578813
100.998000,0.000000,0.305483,0.690289,0.690289,0.652353,0.652353,-0.289719,5.572665,5.547733
101.498000,0.000000,0.313555,0.692949,0.692949,0.644417,0.644417,-0.277758,5.427805,5.526793
101.998000,0.000000,0.436584,0.664856,0.664856,0.686641,0.686641,-0.070523,5.288926,5.524050
102.498000,0.000000,0.638987,0.684941,0.684941,0.728229,0.728229,0.156908,5.253665,5.541248
102.998000,0.000000,0.753229,0.671075,0.671075,0.683210,0.683210,0.232153,5.332119,5.587525
103.498000,0.000000,1.000000,0.660374,0.660374,0.666889,0.666889,0.461695,5.448195,5.644467
103.998000,0.000000,1.000000,0.639700,0.639700,0.769873,0.769873,0.562269,5.679043,5.708400
104.498000,0.000000,1.000000,0.635321,0.635321,0.786883,0.786883,0.555545,5.960177,5.764403
104.998000,0.000000,0.582821,0.655105,0.655105,0.708437,0.708437,0.012359,6.237949,5.815867
105.498000,0.000000,0.520921,0.666082,0.666082,0.705307,0.705307,-0.064266,6.244129,5.853924
105.998000,0.000000,0.250611,0.689264,0.689264,0.611530,0.611530,-0.448322,6.211996,5.882558
106.498000,0.000000,0.293216,0.719026,0.719026,0.656044,0.656044,-0.368550,5.987834,5.897301
106.998000,0.000000,0.322477,0.721391,0.721391,0.640626,0.640626,-0.338644,5.803559,5.894586
107.498000,0.000000,0.555037,0.709981,0.709981,0.686815,0.686815,-0.031553,5.634237,5.872553
107.998000,0.000000,0.553324,0.688384,0.688384,0.651232,0.651232,-0.045674,5.618461,5.831309
108.498000,0.000000,0.593795,0.657011,0.657011,0.735311,0.735311,0.112532,5.595624,5.794933
108.998000,0.000000,0.608111,0.624902,0.624902,0.757912,0.757912,0.175932,5.651890,5.753585
109.498000,0.000000,0.674977,0.613287,0.613287,0.683597,0.683597,0.171303,5.739856,5.713461
109.998000,0.000000,0.645929,0.605936,0.605936,0.652282,0.652282,0.109725,5.825507,5.663608
110.498000,0.000000,0.474822,0.615811,0.615811,0.565317,0.565317,-0.163709,5.880369,5.630171
110.998000,0.000000,0.301138,0.653260,0.653260,0.508126,0.508126,-0.423849,5.798515,5.630377
111.498000,0.000000,0.206977,0.671873,0.671873,0.460439,0.460439,-0.563116,5.586590,5.664094
111.998000,0.000000,0.521053,0.650064,0.650064,0.649181,0.649181,-0.010334,5.305032,5.714806
112.498000,0.000000,1.000000,0.603750,0.603750,0.775042,0.775042,0.641306,5.299865,5.760532
112.998000,0.000000,1.000000,0.577854,0.577854,0.764470,0.764470,0.624564,5.620518,5.827527
113.498000,0.000000,0.962915,0.614135,0.614135,0.696922,0.696922,0.452422,5.932800,5.917647
113.998000,0.000000,0.672743,0.631057,0.631057,0.650410,0.650410,0.076195,6.159011,6.043560
114.498000,0.000000,1.000000,0.556760,0.556760,0.773173,0.773173,0.596702,6.197109,6.205098
114.998000,0.000000,1.000000,0.543171,0.543171,0.764930,0.764930,0.572213,6.495460,6.419647
115.498000,0.000000,1.000000,0.577180,0.577180,0.807502,0.807502,0.552165,6.781566,6.657460
115.998000,0.000000,0.870880,0.642777,0.642777,0.766292,0.766292,0.288630,7.057649,6.878719
116.498000,0.000000,1.000000,0.619043,0.619043,0.836375,0.836375,0.497135,7.201964,7.051246
116.998000,0.000000,1.000000,0.611794,0.611794,0.811768,0.811768,0.454920,7.450531,7.175396
117.498000,0.000000,0.931644,0.627878,0.627878,0.774270,0.774270,0.310237,7.677991,7.263756
117.998000,0.000000,0.452388,0.675755,0.675755,0.656599,0.656599,-0.350079,7.833110,7.291384
118.498000,0.000000,0.336448,0.714814,0.714814,0.629061,0.629061,-0.515112,7.658070,7.288704
118.998000,0.000000,0.269659,0.743133,0.743133,0.573913,0.573913,-0.639612,7.400514,7.272493
119.498000,0.000000,0.265765,0.712173,0.712173,0.536531,0.536531,-0.617949,7.080708,7.256603
119.998000,0.000000,0.588475,0.676067,0.676067,0.730833,0.730833,-0.033933,6.771733,7.210235
120.498000,0.000000,0.883517,0.650245,0.650245,0.723754,0.723754,0.281549,6.754767,7.132165
120.998000,0.000000,0.927189,0.705896,0.705896,0.763296,0.763296,0.295034,6.895542,7.022780
121.498000,0.000000,0.662712,0.728828,0.728828,0.658018,0.658018,-0.112404,7.043059,6.927886
121.998000,0.000000,0.568543,0.742505,0.742505,0.693518,0.693518,-0.179130,6.986857,6.855801
122.498000,0.000000,0.507634,0.733541,0.733541,0.599563,0.599563,-0.316073,6.897292,6.817258
122.998000,0.000000,0.652408,0.704805,0.704805,0.666080,0.666080,-0.060242,6.739256,6.802808
123.498000,0.000000,0.617630,0.669208,0.669208,0.663552,0.663552,-0.058939,6.709134,6.790070
123.998000,0.000000,0.783951,0.670348,0.670348,0.585576,0.585576,0.031213,6.679665,6.777183
124.498000,0.000000,0.630517,0.665685,0.665685,0.568624,0.568624,-0.136071,6.695272,6.762003
124.998000,0.000000,0.704852,0.643689,0.643689,0.601860,0.601860,0.000299,6.627236,6.752389
125.498000,0.000000,0.852765,0.613960,0.613960,0.702514,0.702514,0.278581,6.627386,6.731034
125.998000,0.000000,0.834827,0.613768,0.613768,0.704777,0.704777,0.249168,6.766676,6.713030
126.498000,0.000000,0.666459,0.638735,0.638735,0.660315,0.660315,-0.001087,6.891260,6.685790
126.998000,0.000000,0.373231,0.662692,0.662692,0.564582,0.564582,-0.413950,6.890717,6.656493
127.498000,0.000000,0.509826,0.674931,0.674931,0.584417,0.584417,-0.249063,6.683742,6.636509
127.998000,0.000000,0.484221,0.673989,0.673989,0.600747,0.600747,-0.244942,6.559210,6.632957
128.498000,0.000000,0.597378,0.652245,0.652245,0.598439,0.598439,-0.100103,6.436739,6.629625
128.998000,0.000000,0.806249,0.596000,0.596000,0.645919,0.645919,0.217499,6.386688,6.602071
129.498000,0.000000,0.815748,0.600194,0.600194,0.626547,0.626547,0.192558,6.495437,6.550468
129.998000,0.000000,0.708872,0.633990,0.633990,0.588985,0.588985,0.004694,6.591716,6.493178
130.498000,0.000000,0.503773,0.672659,0.672659,0.622435,0.622435,-0.205859,6.594063,6.442285
130.998000,0.000000,0.403416,0.675135,0.675135,0.689032,0.689032,-0.231800,6.491134,6.390305
131.498000,0.000000,0.470542,0.661851,0.661851,0.713989,0.713989,-0.114843,6.375234,6.323492
131.998000,0.000000,0.355257,0.669571,0.669571,0.660102,0.660102,-0.285992,6.317813,6.229055
132.498000,0.000000,0.351606,0.667583,0.667583,0.662646,0.662646,-0.270812,6.174816,6.104733
132.998000,0.000000,0.159010,0.697972,0.697972,0.601287,0.601287,-0.541616,6.039410,5.952294
133.498000,0.000000,0.119232,0.747624,0.747624,0.552684,0.552684,-0.652569,5.768602,5.801590
133.998000,0.000000,0.257134,0.711427,0.711427,0.618339,0.618339,-0.380186,5.442318,5.665776
134.498000,0.000000,0.302424,0.711108,0.711108,0.564113,0.564113,-0.369794,5.252225,5.566857
134.998000,0.000000,0.489104,0.676166,0.676166,0.733169,0.733169,0.039375,5.067328,5.499499
135.498000,0.000000,0.519949,0.630099,0.630099,0.710814,0.710814,0.091963,5.087015,5.462424
135.998000,0.000000,0.875821,0.575370,0.575370,0.718943,0.718943,0.506093,5.132997,5.433911
136.498000,0.000000,1.000000,0.602607,0.602607,0.657593,0.657593,0.516382,5.386043,5.417414
136.998000,0.000000,0.855100,0.639655,0.639655,0.668654,0.668654,0.319675,5.644234,5.424374
137.498000,0.000000,0.579150,0.701667,0.701667,0.603340,0.603340,-0.099585,5.804072,5.442610
