alpha_0.00,alpha_0.50,alpha_1.00,beta_0.00,beta_0.50,beta_1.00,gamma_0.00,gamma_0.50,gamma_1.00,kappa,q,r,corr_train,rmse_train,corr_test,rmse_test
0.235551,0.029289,0.114368,0.126478,0.000806,0.002274,0.040448,0.183232,0.001289,0.548966,0.202737,0.001000,0.999997,0.002208,0.999995,0.004322
