alpha_0.00,alpha_0.50,alpha_1.00,beta_0.00,beta_0.50,beta_1.00,gamma_0.00,gamma_0.50,gamma_1.00,kappa,q,r,corr_train,rmse_train,corr_test,rmse_test
0.532071,0.001320,0.000847,0.334021,0.426155,0.070414,0.000870,0.369449,0.000558,0.586510,0.359671,0.001714,0.999998,0.002843,0.999994,0.003026
