alpha_0.00,alpha_0.50,alpha_1.00,beta_0.00,beta_0.50,beta_1.00,gamma_0.00,gamma_0.50,gamma_1.00,kappa,q,r,corr_train,rmse_train,corr_test,rmse_test
0.192233,0.000816,0.000727,0.146333,0.052647,0.080595,0.018723,0.159704,0.089795,0.528519,0.242633,0.001000,0.999998,0.002020,0.999997,0.004227
