alpha_0.00,alpha_0.50,alpha_1.00,beta_0.00,beta_0.50,beta_1.00,gamma_0.00,gamma_0.50,gamma_1.00,kappa,q,r,corr_train,rmse_train,corr_test,rmse_test
0.627640,0.141836,0.000896,0.377781,0.217280,0.006371,0.003523,0.041763,0.000760,1.060031,0.465460,0.001000,0.999999,0.001461,0.999999,0.001585
