time_s,E_in_raw,E_in_norm,S_entropy,S_entropy_norm,C_ent_alpha,C_ent_alpha_norm,dQCI_dt,QCI,QCI_smooth
12.998000,0.000000,0.356339,0.701025,0.701025,0.782875,0.782875,0.221155,2.170338,1.988235
13.498000,0.000000,0.192781,0.691829,0.691829,0.702573,0.702573,-0.024566,2.280916,2.009141
13.998000,0.000000,0.057603,0.731843,0.731843,0.684635,0.684635,-0.216469,2.268632,2.025246
14.498000,0.000000,0.008094,0.740216,0.740216,0.573455,0.573455,-0.374707,2.160398,2.032836
14.998000,0.000000,0.051337,0.748160,0.748160,0.664494,0.664494,-0.229634,1.973045,2.033144
15.498000,0.000000,0.154091,0.724763,0.724763,0.739866,0.739866,-0.016628,1.858228,2.021655
15.998000,0.000000,0.214375,0.788705,0.788705,0.729887,0.729887,-0.029434,1.849914,2.005245
16.498000,0.000000,0.416792,0.794553,0.794553,0.648668,0.648668,0.087388,1.835197,1.973796
16.998000,0.000000,0.423869,0.770892,0.770892,0.659116,0.659116,0.124204,1.878890,1.940868
17.498000,0.000000,0.380816,0.780355,0.780355,0.724121,0.724121,0.130484,1.940992,1.914715
17.998000,0.000000,0.259119,0.773805,0.773805,0.635699,0.635699,-0.079611,2.006234,1.941880
18.498000,0.000000,0.282951,0.790877,0.790877,0.650423,0.650423,-0.054146,1.966428,2.019584
18.998000,0.000000,0.310360,0.801569,0.801569,0.604163,0.604163,-0.080982,1.939355,2.135161
19.498000,0.000000,0.876804,0.713267,0.713267,0.718017,0.718017,0.691667,1.898864,2.263184
19.998000,0.000000,0.918712,0.673827,0.673827,0.760720,0.760720,0.781135,2.244698,2.392263
20.498000,0.000000,0.842997,0.672367,0.672367,0.833729,0.833729,0.740832,2.635265,2.524608
20.998000,0.000000,0.383868,0.676727,0.676727,0.812916,0.812916,0.219489,3.005682,2.645640
21.498000,0.000000,0.292528,0.674268,0.674268,0.801800,0.801800,0.108517,3.115426,2.766274
21.998000,0.000000,0.335202,0.657267,0.657267,0.828541,0.828541,0.189508,3.169685,2.878539
22.498000,0.000000,0.208636,0.700376,0.700376,0.722424,0.722424,-0.095760,3.264439,2.977615
22.998000,0.000000,0.272496,0.774872,0.774872,0.736453,0.736453,-0.087579,3.216559,3.014185
23.498000,0.000000,0.233089,0.751737,0.751737,0.614391,0.614391,-0.221534,3.172769,2.990905
23.998000,0.000000,0.144077,0.760169,0.760169,0.577534,0.577534,-0.344758,3.062002,2.920566
24.498000,0.000000,0.000000,0.711479,0.711479,0.442003,0.442003,-0.558439,2.889623,2.840284
24.998000,0.000000,0.000000,0.699580,0.699580,0.544730,0.544730,-0.415890,2.610404,2.762819
25.498000,0.000000,0.000000,0.580724,0.580724,0.620641,0.620641,-0.200328,2.402459,2.707397
25.998000,0.000000,0.168863,0.674350,0.674350,0.756336,0.756336,0.020619,2.302295,2.698938
26.498000,0.000000,0.337053,0.703115,0.703115,0.762195,0.762195,0.164873,2.312604,2.735723
26.998000,0.000000,0.883116,0.766179,0.766179,0.752907,0.752907,0.630340,2.395040,2.818181
27.498000,0.000000,1.000000,0.733073,0.733073,0.847623,0.847623,0.843529,2.710210,2.919671
27.998000,0.000000,1.000000,0.726720,0.726720,0.857197,0.857197,0.817280,3.131975,3.033687
28.498000,0.000000,0.870075,0.699249,0.699249,0.875175,0.875175,0.691940,3.540615,3.159217
28.998000,0.000000,0.310316,0.678038,0.678038,0.792257,0.792257,0.035875,3.886585,3.290655
29.498000,0.000000,0.022181,0.607849,0.607849,0.668193,0.668193,-0.307927,3.904523,3.412643
29.998000,0.000000,0.098277,0.672963,0.672963,0.764155,0.764155,-0.185587,3.750559,3.513482
30.498000,0.000000,0.108706,0.732148,0.732148,0.907033,0.907033,-0.082185,3.657765,3.578807
30.998000,0.000000,0.147912,0.779787,0.779787,0.825169,0.825169,-0.168373,3.616673,3.609228
31.498000,0.000000,0.094452,0.728307,0.728307,0.728988,0.728988,-0.258116,3.532486,3.610452
31.998000,0.000000,0.237668,0.673659,0.673659,0.696402,0.696402,-0.079932,3.403428,3.583302
32.498000,0.000000,0.447378,0.662370,0.662370,0.696770,0.696770,0.145433,3.363462,3.547379
32.998000,0.000000,0.581242,0.694715,0.694715,0.690457,0.690457,0.233367,3.436179,3.522684
33.498000,0.000000,0.467747,0.741543,0.741543,0.753529,0.753529,0.124446,3.552862,3.509588
33.998000,0.000000,0.308551,0.748107,0.748107,0.661466,0.661466,-0.139598,3.615085,3.501263
34.498000,0.000000,0.295662,0.726626,0.726626,0.702148,0.702148,-0.083345,3.545286,3.498695
34.998000,0.000000,0.368589,0.692217,0.692217,0.720369,0.720369,0.046380,3.503614,3.494912
35.498000,0.000000,0.343758,0.717126,0.717126,0.739298,0.739298,0.013249,3.526804,3.490845
35.998000,0.000000,0.349889,0.728873,0.728873,0.679077,0.679077,-0.053251,3.533428,3.478403
36.498000,0.000000,0.186055,0.733893,0.733893,0.616101,0.616101,-0.282417,3.506803,3.466391
36.998000,0.000000,0.362885,0.749058,0.749058,0.637135,0.637135,-0.085598,3.365594,3.451277
37.498000,0.000000,0.474086,0.746985,0.746985,0.583114,0.583114,-0.022064,3.322795,3.443643
37.998000,0.000000,0.627504,0.715278,0.715278,0.660899,0.660899,0.241950,3.311763,3.455041
38.498000,0.000000,0.539223,0.714131,0.714131,0.580598,0.580598,0.062416,3.432738,3.479532
38.998000,0.000000,0.324922,0.638797,0.638797,0.670273,0.670273,0.010004,3.463946,3.525165
39.498000,0.000000,0.502677,0.651232,0.651232,0.792740,0.792740,0.297289,3.468948,3.584177
39.998000,0.000000,0.489013,0.649296,0.649296,0.830279,0.830279,0.308237,3.617593,3.671427
40.498000,0.000000,0.716453,0.721114,0.721114,0.817927,0.817927,0.436094,3.771711,3.787667
40.998000,0.000000,0.513970,0.730871,0.730871,0.830218,0.830218,0.214340,3.989758,3.942124
41.498000,0.000000,0.559632,0.714985,0.714985,0.847377,0.847377,0.282331,4.096928,4.118806
41.998000,0.000000,0.719548,0.697119,0.697119,0.895582,0.895582,0.494202,4.238093,4.315281
42.498000,0.000000,1.000000,0.675426,0.675426,0.866221,0.866221,0.742276,4.485195,4.488424
42.998000,0.000000,1.000000,0.683909,0.683909,0.855979,0.855979,0.686437,4.856333,4.655187
43.498000,0.000000,0.886954,0.709826,0.709826,0.801128,0.801128,0.458301,5.199551,4.828642
43.998000,0.000000,0.228737,0.763654,0.763654,0.621134,0.621134,-0.456652,5.428702,5.003919
44.498000,0.000000,0.741428,0.761697,0.761697,0.710003,0.710003,0.169695,5.200376,5.191643
44.998000,0.000000,1.000000,0.745266,0.745266,0.715871,0.715871,0.442083,5.285223,5.375638
45.498000,0.000000,1.000000,0.745799,0.745799,0.768951,0.768951,0.472526,5.506265,5.538904
45.998000,0.000000,1.000000,0.693953,0.693953,0.731470,0.731470,0.463264,5.742528,5.640988
46.498000,0.000000,0.790616,0.655967,0.655967,0.670546,0.670546,0.207779,5.974160,5.676149
46.998000,0.000000,0.658570,0.649534,0.649534,0.678375,0.678375,0.079606,6.078050,5.651039
47.498000,0.000000,0.147725,0.718138,0.718138,0.700844,0.700844,-0.481355,6.117853,5.615482
47.998000,0.000000,0.000000,0.732641,0.732641,0.668328,0.668328,-0.652031,5.877175,5.546419
48.498000,0.000000,0.000000,0.732677,0.732677,0.540678,0.540678,-0.747115,5.551160,5.433654
48.998000,0.000000,0.020328,0.751242,0.751242,0.583070,0.583070,-0.665605,5.177603,5.285864
49.498000,0.000000,0.060515,0.763774,0.763774,0.687323,0.687323,-0.500415,4.844800,5.105094
49.998000,0.000000,0.072215,0.777299,0.777299,0.732595,0.732595,-0.431949,4.594593,4.927340
50.498000,0.000000,0.179479,0.741388,0.741388,0.771784,0.771784,-0.227988,4.378618,4.774035
50.998000,0.000000,0.273506,0.753009,0.753009,0.709638,0.709638,-0.196328,4.264624,4.675361
51.498000,0.000000,0.726407,0.769041,0.769041,0.727383,0.727383,0.268103,4.166461,4.626098
51.998000,0.000000,1.000000,0.749779,0.749779,0.748414,0.748414,0.568584,4.300512,4.603048
52.498000,0.000000,1.000000,0.675215,0.675215,0.744948,0.744948,0.611252,4.584804,4.589554
52.998000,0.000000,0.726867,0.629921,0.629921,0.728305,0.728305,0.336208,4.890430,4.575673
53.498000,0.000000,0.231409,0.669581,0.669581,0.721165,0.721165,-0.222860,5.058534,4.554320
53.998000,0.000000,0.050293,0.736503,0.736503,0.706433,0.706433,-0.474487,4.947104,4.515042
54.498000,0.000000,0.015714,0.772817,0.772817,0.719940,0.719940,-0.508150,4.709860,4.457436
54.998000,0.000000,0.044991,0.761507,0.761507,0.580688,0.580688,-0.581406,4.455786,4.364835
55.498000,0.000000,0.061929,0.777627,0.777627,0.545741,0.545741,-0.586465,4.165082,4.238845
55.998000,0.000000,0.091689,0.771018,0.771018,0.503599,0.503599,-0.562915,3.871850,4.077348
56.498000,0.000000,0.169439,0.775438,0.775438,0.533260,0.533260,-0.431778,3.590392,3.898824
56.998000,0.000000,0.365011,0.762243,0.762243,0.635493,0.635493,-0.099190,3.374503,3.724198
57.498000,0.000000,0.311903,0.773291,0.773291,0.694992,0.694992,-0.098888,3.324908,3.571219
57.998000,0.000000,0.328754,0.759307,0.759307,0.753741,0.753741,-0.004358,3.275464,3.469212
58.498000,0.000000,0.294526,0.766799,0.766799,0.654734,0.654734,-0.144869,3.273285,3.419227
58.998000,0.000000,0.352964,0.762681,0.762681,0.688240,0.688240,-0.041563,3.200851,3.430900
59.498000,0.000000,0.847718,0.784443,0.784443,0.766012,0.766012,0.511279,3.180070,3.491699
59.998000,0.000000,0.791458,0.801191,0.801191,0.812365,0.812365,0.459062,3.435709,3.594466
60.498000,0.000000,1.000000,0.777698,0.777698,0.790891,0.790891,0.646669,3.665240,3.690418
60.998000,0.000000,0.857839,0.776928,0.776928,0.737575,0.737575,0.419629,3.988574,3.799227
61.498000,0.000000,0.831761,0.755515,0.755515,0.751154,0.751154,0.407561,4.198389,3.910143
61.998000,0.000000,0.327534,0.774928,0.774928,0.652125,0.652125,-0.235487,4.402170,4.024039
62.498000,0.000000,0.569679,0.765396,0.765396,0.782417,0.782417,0.158257,4.284426,4.117410
62.998000,0.000000,0.470254,0.754291,0.754291,0.758179,0.758179,0.037786,4.363555,4.163189
63.498000,0.000000,0.277644,0.727450,0.727450,0.802774,0.802774,-0.085277,4.382448,4.178441
63.998000,0.000000,0.000000,0.684560,0.684560,0.666481,0.666481,-0.452059,4.339810,4.162838
64.498000,0.000000,0.081752,0.687125,0.687125,0.576175,0.576175,-0.440576,4.113780,4.124714
64.998000,0.000000,0.364069,0.690678,0.690678,0.564505,0.564505,-0.151454,3.893492,4.090629
65.498000,0.000000,0.483914,0.688443,0.688443,0.615863,0.615863,0.029557,3.817766,4.103762
65.998000,0.000000,0.388555,0.667300,0.667300,0.631206,0.631206,-0.030794,3.832544,4.146215
66.498000,0.000000,0.816728,0.666722,0.666722,0.720051,0.720051,0.488343,3.817147,4.218987
66.998000,0.000000,1.000000,0.695873,0.695873,0.810877,0.810877,0.708872,4.061319,4.304038
67.498000,0.000000,1.000000,0.706777,0.706777,0.893017,0.893017,0.744665,4.415755,4.418371
67.998000,0.000000,1.000000,0.743496,0.743496,0.866472,0.866472,0.644167,4.788087,4.569891
68.498000,0.000000,0.710910,0.764601,0.764601,0.724999,0.724999,0.160290,5.110171,4.759002
68.998000,0.000000,0.713327,0.750229,0.750229,0.689521,0.689521,0.133587,5.190316,4.974623
69.498000,0.000000,0.879208,0.716615,0.716615,0.666302,0.666302,0.303183,5.257109,5.218068
69.998000,0.000000,1.000000,0.675423,0.675423,0.816640,0.816640,0.600347,5.408701,5.441412
70.498000,0.000000,1.000000,0.679881,0.679881,0.810515,0.810515,0.559747,5.708875,5.636866
70.998000,0.000000,1.000000,0.689936,0.689936,0.814511,0.814511,0.525700,5.988748,5.814058
71.498000,0.000000,0.662350,0.705787,0.705787,0.754928,0.754928,0.086332,6.251598,5.954706
71.998000,0.000000,0.766052,0.734789,0.734789,0.749272,0.749272,0.151058,6.294764,6.069017
72.498000,0.000000,0.917403,0.730135,0.730135,0.829180,0.829180,0.379419,6.370293,6.146610
72.998000,0.000000,0.541118,0.733296,0.733296,0.761487,0.761487,-0.086691,6.560002,6.181086
73.498000,0.000000,0.327404,0.715545,0.715545,0.673329,0.673329,-0.366476,6.516657,6.156221
73.998000,0.000000,0.130039,0.724437,0.724437,0.626995,0.626995,-0.600745,6.333419,6.071944
74.498000,0.000000,0.117257,0.722713,0.722713,0.649577,0.649577,-0.559183,6.033046,5.930362
74.998000,0.000000,0.110269,0.778001,0.778001,0.656630,0.656630,-0.586448,5.753455,5.757052
75.498000,0.000000,0.130671,0.766478,0.766478,0.553327,0.553327,-0.628503,5.460231,5.540470
75.998000,0.000000,0.121027,0.789136,0.789136,0.562288,0.562288,-0.620419,5.145979,5.284660
76.498000,0.000000,0.052923,0.725877,0.725877,0.608320,0.608320,-0.548211,4.835770,5.031513
76.998000,0.000000,0.000000,0.736411,0.736411,0.478209,0.478209,-0.714368,4.561664,4.799083
77.498000,0.000000,0.122910,0.727219,0.727219,0.619605,0.619605,-0.405152,4.204480,4.591515
77.998000,0.000000,0.410560,0.744766,0.744766,0.700944,0.700944,-0.033452,4.001904,4.386505
78.498000,0.000000,0.407284,0.728023,0.728023,0.767149,0.767149,0.047893,3.985178,4.195359
78.998000,0.000000,0.228854,0.744486,0.744486,0.813024,0.813024,-0.103522,4.009125,4.052557
79.498000,0.000000,0.028585,0.766456,0.766456,0.625592,0.625592,-0.508016,3.957364,3.963202
79.998000,0.000000,0.078302,0.781460,0.781460,0.764327,0.764327,-0.309167,3.703356,3.925445
80.498000,0.000000,0.657330,0.747410,0.747410,0.783330,0.783330,0.338373,3.548772,3.920953
80.998000,0.000000,0.688821,0.719330,0.719330,0.850834,0.850834,0.448530,3.717959,3.960473
81.498000,0.000000,0.711611,0.715234,0.715234,0.881578,0.881578,0.483733,3.942224,4.024126
81.998000,0.000000,0.200945,0.680047,0.680047,0.848455,0.848455,-0.049055,4.184090,4.104468
82.498000,0.000000,0.818489,0.722884,0.722884,0.795424,0.795424,0.475074,4.159562,4.168584
82.998000,0.000000,0.891810,0.713301,0.713301,0.710429,0.710429,0.449228,4.397099,4.239919
83.498000,0.000000,0.852848,0.742854,0.742854,0.733842,0.733842,0.381665,4.621713,4.316392
83.998000,0.000000,0.132834,0.700937,0.700937,0.621302,0.621302,-0.428055,4.812545,4.377407
84.498000,0.000000,0.233332,0.717335,0.717335,0.580238,0.580238,-0.363617,4.598518,4.412302
84.998000,0.000000,0.354273,0.718105,0.718105,0.599086,0.599086,-0.206416,4.416709,4.448127
85.498000,0.000000,0.643333,0.747295,0.747295,0.564530,0.564530,0.029218,4.313501,4.507962
85.998000,0.000000,0.544266,0.750590,0.750590,0.565262,0.565262,-0.073874,4.328110,4.569229
86.498000,0.000000,0.945615,0.740808,0.740808,0.726644,0.726644,0.502333,4.291173,4.606015
86.998000,0.000000,0.789177,0.731902,0.731902,0.828109,0.828109,0.431151,4.542340,4.615333
87.498000,0.000000,0.841211,0.702634,0.702634,0.840927,0.840927,0.503713,4.757915,4.638118
87.998000,0.000000,0.492735,0.722807,0.722807,0.690644,0.690644,-0.040405,5.009772,4.663374
88.498000,0.000000,0.466360,0.739100,0.739100,0.604002,0.604002,-0.167695,4.989569,4.692609
88.998000,0.000000,0.400658,0.701512,0.701512,0.632725,0.632725,-0.158702,4.905722,4.702479
89.498000,0.000000,0.211381,0.695875,0.695875,0.652924,0.652924,-0.314207,4.826371,4.693729
89.998000,0.000000,0.245845,0.722186,0.722186,0.816443,0.816443,-0.126824,4.669267,4.663713
90.498000,0.000000,0.121129,0.770666,0.770666,0.752028,0.752028,-0.358095,4.605855,4.627186
90.998000,0.000000,0.164520,0.781245,0.781245,0.613145,0.613145,-0.446262,4.426808,4.590810
91.498000,0.000000,0.570753,0.764724,0.764724,0.691346,0.691346,0.077007,4.203677,4.554918
91.998000,0.000000,0.784437,0.704123,0.704123,0.644815,0.644815,0.300911,4.242180,4.517719
92.498000,0.000000,0.955457,0.700051,0.700051,0.690613,0.690613,0.506755,4.392636,4.464213
92.998000,0.000000,0.471676,0.663138,0.663138,0.625340,0.625340,-0.030724,4.646013,4.407466
93.498000,0.000000,0.415753,0.739653,0.739653,0.593127,0.593127,-0.193837,4.630652,4.335808
93.998000,0.000000,0.154240,0.714302,0.714302,0.528597,0.528597,-0.484838,4.533733,4.267284
94.498000,0.000000,0.136842,0.726912,0.726912,0.640151,0.640151,-0.379050,4.291314,4.204029
94.998000,0.000000,0.016452,0.628347,0.628347,0.597063,0.597063,-0.425010,4.101788,4.125157
95.498000,0.000000,0.143267,0.685614,0.685614,0.635838,0.635838,-0.295437,3.889283,4.020322
95.998000,0.000000,0.157673,0.696845,0.696845,0.572441,0.572441,-0.340887,3.741565,3.883622
96.498000,0.000000,0.296639,0.787343,0.787343,0.612493,0.612493,-0.235323,3.571122,3.732010
96.998000,0.000000,0.292855,0.788009,0.788009,0.622170,0.622170,-0.218329,3.453460,3.577820
97.498000,0.000000,0.298659,0.774424,0.774424,0.679623,0.679623,-0.130571,3.344295,3.435970
97.998000,0.000000,0.097927,0.753043,0.753043,0.654065,0.654065,-0.328952,3.279010,3.320195
98.498000,0.000000,0.113000,0.689891,0.689891,0.642938,0.642938,-0.245406,3.114533,3.230654
98.998000,0.000000,0.090040,0.738296,0.738296,0.709396,0.709396,-0.238043,2.991830,3.164014
99.498000,0.000000,0.356915,0.734569,0.734569,0.807403,0.807403,0.142468,2.872809,3.109689
99.998000,0.000000,0.352782,0.759748,0.759748,0.801040,0.801040,0.099669,2.944043,3.062971
100.498000,0.000000,0.421335,0.753310,0.753310,0.793941,0.793941,0.162578,2.993877,3.015926
100.998000,0.000000,0.234309,0.758579,0.758579,0.737196,0.737196,-0.094591,3.075166,2.963891
101.498000,0.000000,0.179112,0.744390,0.744390,0.784879,0.784879,-0.083185,3.027871,2.911171
101.998000,0.000000,0.100899,0.744205,0.744205,0.717061,0.717061,-0.224873,2.986278,2.867842
102.498000,0.000000,0.087224,0.789618,0.789618,0.759416,0.759416,-0.230363,2.873842,2.834878
102.998000,0.000000,0.069979,0.821663,0.821663,0.684904,0.684904,-0.342647,2.758661,2.794687
103.498000,0.000000,0.186042,0.797027,0.797027,0.812112,0.812112,-0.057606,2.587337,2.753347
103.998000,0.000000,0.165704,0.761938,0.761938,0.821354,0.821354,-0.030734,2.558534,2.711953
104.498000,0.000000,0.132913,0.748555,0.748555,0.867896,0.867896,-0.002062,2.543167,2.684920
104.998000,0.000000,0.241889,0.742745,0.742745,0.831742,0.831742,0.076673,2.542136,2.657392
105.498000,0.000000,0.279323,0.730646,0.730646,0.870879,0.870879,0.161508,2.580473,2.630011
105.998000,0.000000,0.305966,0.729899,0.729899,0.882701,0.882701,0.192645,2.661227,2.598537
106.498000,0.000000,0.073248,0.755665,0.755665,0.865071,0.865071,-0.093101,2.757549,2.568160
106.998000,0.000000,0.009706,0.731390,0.731390,0.770840,0.770840,-0.221943,2.710999,2.529939
107.498000,0.000000,0.000000,0.706417,0.706417,0.654208,0.654208,-0.312212,2.600027,2.493108
107.998000,0.000000,0.000000,0.673690,0.673690,0.597370,0.597370,-0.320711,2.443921,2.461031
108.498000,0.000000,0.048205,0.707980,0.707980,0.673654,0.673654,-0.214477,2.283566,2.417620
108.998000,0.000000,0.158051,0.716574,0.716574,0.773217,0.773217,-0.002938,2.176327,2.351180
109.498000,0.000000,0.261229,0.721095,0.721095,0.770357,0.770357,0.093005,2.174858,2.253855
109.998000,0.000000,0.195469,0.736119,0.736119,0.612786,0.612786,-0.149999,2.221360,2.142998
110.498000,0.000000,0.094720,0.741876,0.741876,0.562735,0.562735,-0.299057,2.146361,2.029684
110.998000,0.000000,0.035820,0.747803,0.747803,0.486599,0.486599,-0.425068,1.996832,1.934374
111.498000,0.000000,0.041151,0.765066,0.765066,0.538614,0.538614,-0.363732,1.784298,1.868453
111.998000,0.000000,0.094529,0.774074,0.774074,0.568685,0.568685,-0.271104,1.602432,1.821237
112.498000,0.000000,0.189757,0.757463,0.757463,0.762282,0.762282,0.047889,1.466880,1.781613
112.998000,0.000000,0.296204,0.676797,0.676797,0.796749,0.796749,0.267073,1.490825,1.734853
113.498000,0.000000,0.182559,0.639956,0.639956,0.779434,0.779434,0.159600,1.624361,1.693709
113.998000,0.000000,0.124447,0.596981,0.596981,0.791871,0.791871,0.148921,1.704161,1.662320
114.498000,0.000000,0.000000,0.599059,0.599059,0.727201,0.727201,-0.049720,1.778622,1.656371
114.998000,0.000000,0.031709,0.655248,0.655248,0.761219,0.761219,-0.037696,1.753762,1.668818
115.498000,0.000000,0.005451,0.712974,0.712974,0.777083,0.777083,-0.103931,1.734914,1.687029
115.998000,0.000000,0.131455,0.763303,0.763303,0.883849,0.883849,0.083706,1.682948,1.685141
116.498000,0.000000,0.146515,0.750469,0.750469,0.780642,0.780642,0.004208,1.724801,1.665337
116.998000,0.000000,0.102437,0.733994,0.733994,0.648408,0.648408,-0.155840,1.726905,1.655600
117.498000,0.000000,0.044177,0.742643,0.742643,0.509297,0.509297,-0.354067,1.648985,1.653305
117.998000,0.000000,0.158450,0.705546,0.705546,0.603023,0.603023,-0.091269,1.471952,1.661765
118.498000,0.000000,0.494945,0.757349,0.757349,0.765989,0.765989,0.360954,1.426317,1.669297
118.998000,0.000000,0.443279,0.758577,0.758577,0.773719,0.773719,0.297742,1.606795,1.678017
119.498000,0.000000,0.405493,0.781577,0.781577,0.717047,0.717047,0.165396,1.755665,1.669775
119.998000,0.000000,0.281568,0.805447,0.805447,0.651460,0.651460,-0.056255,1.838364,1.640451
120.498000,0.000000,0.316504,0.806947,0.806947,0.591294,0.591294,-0.080173,1.810236,1.605454
120.998000,0.000000,0.205501,0.810452,0.810452,0.526436,0.526436,-0.255530,1.770150,1.597078
121.498000,0.000000,0.005926,0.795289,0.795289,0.536162,0.536162,-0.417440,1.642384,1.609044
121.998000,0.000000,0.054256,0.778958,0.778958,0.598760,0.598760,-0.269309,1.433664,1.624402
122.498000,0.000000,0.288647,0.781834,0.781834,0.801451,0.801451,0.178363,1.299010,1.638948
122.998000,0.000000,0.391856,0.769345,0.769345,0.831890,0.831890,0.315582,1.388191,1.673800
123.498000,0.000000,0.503650,0.754729,0.754729,0.834460,0.834460,0.428783,1.545982,1.725278
123.998000,0.000000,0.394234,0.758615,0.758615,0.821912,0.821912,0.281494,1.760374,1.785793
124.498000,0.000000,0.673075,0.756763,0.756763,0.845327,0.845327,0.571527,1.901121,1.844600
124.998000,0.000000,0.483562,0.737862,0.737862,0.749264,0.749264,0.276275,2.186884,1.934033
125.498000,0.000000,0.397954,0.735043,0.735043,0.670137,0.670137,0.100546,2.325021,2.059129
125.998000,0.000000,0.154150,0.769406,0.769406,0.563110,0.563110,-0.289676,2.375294,2.196746
126.498000,0.000000,0.569061,0.773631,0.773631,0.622691,0.622691,0.195075,2.230457,2.322545
126.998000,0.000000,0.805118,0.759418,0.759418,0.631055,0.631055,0.443956,2.327994,2.422027
127.498000,0.000000,0.819488,0.761202,0.761202,0.625487,0.625487,0.428775,2.549972,2.505529
127.998000,0.000000,0.433577,0.770882,0.770882,0.692979,0.692979,0.079239,2.764359,2.579842
128.498000,0.000000,0.261002,0.721725,0.721725,0.643547,0.643547,-0.097574,2.803978,2.655503
128.998000,0.000000,0.295827,0.640475,0.640475,0.582070,0.582070,-0.038097,2.755191,2.734170
129.498000,0.000000,0.636560,0.604491,0.604491,0.629285,0.629285,0.387740,2.736143,2.801247
129.998000,0.000000,0.520506,0.582223,0.582223,0.657958,0.657958,0.303239,2.930013,2.842388
130.498000,0.000000,0.326314,0.615553,0.615553,0.758052,0.758052,0.160650,3.081632,2.851930
130.998000,0.000000,0.000000,0.750162,0.750162,0.544911,0.544911,-0.521447,3.161957,2.834606
131.498000,0.000000,0.104883,0.789534,0.789534,0.651107,0.651107,-0.323668,2.901234,2.800924
131.998000,0.000000,0.181888,0.800931,0.800931,0.704961,0.704961,-0.188023,2.739400,2.751930
132.498000,0.000000,0.223016,0.796567,0.796567,0.729556,0.729556,-0.108533,2.645389,2.685482
132.998000,0.000000,0.154580,0.781294,0.781294,0.637892,0.637892,-0.247934,2.591122,2.586803
133.498000,0.000000,0.127725,0.750263,0.750263,0.465453,0.465453,-0.403801,2.467155,2.470963
133.998000,0.000000,0.069879,0.734428,0.734428,0.503897,0.503897,-0.387177,2.265254,2.350570
134.498000,0.000000,0.057436,0.746909,0.746909,0.639756,0.639756,-0.256884,2.071666,2.261530
134.998000,0.000000,0.184079,0.767911,0.767911,0.738159,0.738159,-0.039996,1.943224,2.187356
135.498000,0.000000,0.285039,0.760278,0.760278,0.737168,0.737168,0.069606,1.923226,2.108524
135.998000,0.000000,0.314148,0.747812,0.747812,0.735085,0.735085,0.105619,1.958029,2.021312
136.498000,0.000000,0.161840,0.757012,0.757012,0.769900,0.769900,-0.026356,2.010838,1.938702
136.998000,0.000000,0.075350,0.772327,0.772327,0.615548,0.615548,-0.281196,1.997660,1.875834
137.498000,0.000000,0.100923,0.750636,0.750636,0.559314,0.559314,-0.276105,1.857062,1.847303
