alpha_0.00,alpha_0.50,alpha_1.00,beta_0.00,beta_0.50,beta_1.00,gamma_0.00,gamma_0.50,gamma_1.00,kappa,q,r,corr_train,rmse_train,corr_test,rmse_test
0.107388,0.082606,0.001425,0.322527,0.001518,0.001687,0.000664,0.113574,0.002263,0.437265,0.333957,0.001000,0.999999,0.001723,0.999999,0.002169
